D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_198.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_198.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_198.jpg,-0.05,1,0,14.04337
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_266.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_266.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_266.jpg,-0.2,1,0,14.5816
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_334.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_334.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_334.jpg,-0.4,1,0,15.42762
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_406.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_406.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_406.jpg,0,1,0,16.12461
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_474.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_474.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_474.jpg,0,1,0,16.93894
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_544.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_544.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_544.jpg,-0.1,1,0,17.53003
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_614.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_614.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_614.jpg,0,1,0,18.34249
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_686.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_686.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_686.jpg,0,1,0,18.96636
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_755.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_755.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_755.jpg,-0.2,1,0,19.77244
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_824.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_824.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_824.jpg,0,1,0,20.35299
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_894.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_894.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_894.jpg,0,1,0,21.15744
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_08_963.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_08_963.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_08_963.jpg,0,1,0,21.74856
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_031.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_031.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_031.jpg,-0.15,1,0,22.3449
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_100.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_100.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_100.jpg,-0.35,1,0,23.07629
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_170.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_170.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_170.jpg,-0.5000001,1,0,23.57241
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_240.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_240.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_240.jpg,0,1,0,24.23527
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_307.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_307.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_307.jpg,0,1,0,24.79948
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_378.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_378.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_378.jpg,0,1,0,25.56036
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_450.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_450.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_450.jpg,-0.15,1,0,26.12851
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_522.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_522.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_522.jpg,-0.35,1,0,26.83325
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_598.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_598.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_598.jpg,0,1,0,27.51369
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_666.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_666.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_666.jpg,0,1,0,28.06598
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_738.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_738.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_738.jpg,-0.2,1,0,28.8007
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_808.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_808.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_808.jpg,0,1,0,29.32511
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_880.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_880.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_880.jpg,0,1,0,30.05231
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_09_946.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_09_946.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_09_946.jpg,0,1,0,30.18976
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_015.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_015.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_015.jpg,-0.15,1,0,30.18583
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_086.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_086.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_086.jpg,-0.3,1,0,30.17109
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_160.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_160.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_160.jpg,0,1,0,30.18858
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_227.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_227.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_227.jpg,0,1,0,30.18993
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_296.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_296.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_296.jpg,-0.1,1,0,30.18917
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_364.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_364.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_364.jpg,0,1,0,30.18802
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_435.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_435.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_435.jpg,0,1,0,30.19015
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_505.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_505.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_505.jpg,0,1,0,30.19027
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_576.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_576.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_576.jpg,-0.05,1,0,30.18987
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_643.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_643.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_643.jpg,-0.2,1,0,30.18051
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_715.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_715.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_715.jpg,0,1,0,30.1894
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_786.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_786.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_786.jpg,0,1,0,30.1902
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_860.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_860.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_860.jpg,-0.1,1,0,30.18858
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_10_932.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_10_932.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_10_932.jpg,-0.3,1,0,30.17059
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_004.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_004.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_004.jpg,-0.45,1,0,30.15251
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_073.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_073.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_073.jpg,0,1,0,30.1883
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_144.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_144.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_144.jpg,0.15,1,0,30.17843
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_212.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_212.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_212.jpg,0.3,1,0,30.16317
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_282.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_282.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_282.jpg,0,1,0,30.19076
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_353.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_353.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_353.jpg,0,1,0,30.18939
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_420.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_420.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_420.jpg,-0.05,1,0,30.18876
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_489.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_489.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_489.jpg,-0.2,1,0,30.17723
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_556.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_556.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_556.jpg,0,1,0,30.1915
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_625.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_625.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_625.jpg,0,1,0,30.18982
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_693.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_693.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_693.jpg,-0.05,1,0,30.19001
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_760.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_760.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_760.jpg,-0.2,1,0,30.18145
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_832.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_832.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_832.jpg,0,1,0,30.18967
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_903.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_903.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_903.jpg,-0.1,1,0,30.18886
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_11_972.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_11_972.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_11_972.jpg,0,1,0,30.19057
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_040.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_040.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_040.jpg,0,1,0,30.19011
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_107.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_107.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_107.jpg,0,1,0,30.19025
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_181.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_181.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_181.jpg,-0.15,1,0,30.18509
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_253.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_253.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_253.jpg,-0.35,1,0,30.1644
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_324.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_324.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_324.jpg,0,1,0,30.18887
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_398.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_398.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_398.jpg,-0.1,1,0,30.19039
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_471.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_471.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_471.jpg,-0.25,1,0,30.18002
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_543.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_543.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_543.jpg,0,1,0,30.18976
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_616.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_616.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_616.jpg,-0.05,1,0,30.19009
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_688.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_688.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_688.jpg,-0.2,1,0,30.18204
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_761.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_761.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_761.jpg,0,1,0,30.19016
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_835.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_835.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_835.jpg,-0.15,1,0,30.18585
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_902.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_902.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_902.jpg,-0.3,1,0,30.1711
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_12_973.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_12_973.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_12_973.jpg,0,1,0,30.18981
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_041.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_041.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_041.jpg,0,1,0,30.19013
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_109.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_109.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_109.jpg,0.05,1,0,30.18928
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_176.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_176.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_176.jpg,0.25,1,0,30.17319
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_247.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_247.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_247.jpg,0.4,1,0,30.15626
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_317.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_317.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_317.jpg,0,1,0,30.18897
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_387.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_387.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_387.jpg,0.15,1,0,30.18765
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_460.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_460.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_460.jpg,0,1,0,30.18564
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_527.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_527.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_527.jpg,0,1,0,30.18943
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_600.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_600.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_600.jpg,0,1,0,30.19009
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_672.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_672.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_672.jpg,-0.15,1,0,30.18221
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_741.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_741.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_741.jpg,-0.35,1,0,30.16148
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_812.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_812.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_812.jpg,-0.5000001,1,0,30.14389
D:\vic_car_recordings_comp_vision\IMG\center_2026_04_01_20_29_13_883.jpg,D:\vic_car_recordings_comp_vision\IMG\left_2026_04_01_20_29_13_883.jpg,D:\vic_car_recordings_comp_vision\IMG\right_2026_04_01_20_29_13_883.jpg,0,1,0,30.18082
